% Model:              heat_case2.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 29 2023, 20:21
% Dimension:          2
% Nodes:              12657
% Expressions:        51
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (K) @ t=0              u (K) @ t=0.1            u (K) @ t=0.2            u (K) @ t=0.3            u (K) @ t=0.4            u (K) @ t=0.5            u (K) @ t=0.6            u (K) @ t=0.7            u (K) @ t=0.8            u (K) @ t=0.9            u (K) @ t=1              u (K) @ t=1.1            u (K) @ t=1.2            u (K) @ t=1.3            u (K) @ t=1.4            u (K) @ t=1.5            u (K) @ t=1.6            u (K) @ t=1.7            u (K) @ t=1.8            u (K) @ t=1.9            u (K) @ t=2              u (K) @ t=2.1            u (K) @ t=2.2            u (K) @ t=2.3            u (K) @ t=2.4            u (K) @ t=2.5            u (K) @ t=2.6            u (K) @ t=2.7            u (K) @ t=2.8            u (K) @ t=2.9            u (K) @ t=3              u (K) @ t=3.1            u (K) @ t=3.2            u (K) @ t=3.3            u (K) @ t=3.4            u (K) @ t=3.5            u (K) @ t=3.6            u (K) @ t=3.7            u (K) @ t=3.8            u (K) @ t=3.9            u (K) @ t=4              u (K) @ t=4.1            u (K) @ t=4.2            u (K) @ t=4.3            u (K) @ t=4.4            u (K) @ t=4.5            u (K) @ t=4.6            u (K) @ t=4.7            u (K) @ t=4.8            u (K) @ t=4.9            u (K) @ t=5
0.21862811318538167       0.3549999999999997       0.8270054764708664       0.7509275951421354       0.682894071365158        0.6207862529968179       0.5633226356808333       0.5102601477472205       0.4614998392205732       0.41725109721641124      0.3766385626846509       0.33956380456552676      0.30614912726317706      0.27616654645785865      0.24851505505712676      0.22389928028657466      0.20212238232073707      0.18171889298247282      0.16349362884160332      0.14738007408804063      0.1325690026393664       0.11949158973250866      0.1077617088310442       0.09693858040420728      0.08731761695753315      0.07860975507346574      0.07086843103180653      0.06392718274129972      0.05754775318230826      0.05185959851606926      0.04671826357094274      0.04218634434445096      0.03803525252353263      0.03434401902285549      0.03098616937849995      0.027977123276273278     0.025252243037859456     0.02279743717213809      0.020600152743282214     0.018619082797252374     0.016839438593364172     0.015234250746683728     0.013784575127271255     0.012482219135187935     0.01130543706494093      0.010238820569907733     0.009278632295216744     0.008405641344070574     0.007606692630330209     0.0068902903790189       0.0062384152599973325    0.005641648805612474     0.005105060641633789
0.22672541507750776       0.3499999432899565       0.8857674082442947       0.8043190505054927       0.7314260382188847       0.6648736666555716       0.6032960853309604       0.5464346554291563       0.4941838696493069       0.4467685195484115       0.4032511577227913       0.36352640657591767      0.3277252018529068       0.2956031819276364       0.26598024860833075      0.23961164618043074      0.2162863391696189       0.19443317310485012      0.1749150061305523       0.15766050630001519      0.14180185479375315      0.12780144647672656      0.11524513196751156      0.10366014249009502      0.09336332989197131      0.08404463357042917      0.07576137134611144      0.06833505983713789      0.06151021721550685      0.055425659378713965     0.04992649494646212      0.04507984218351974      0.04064071011749575      0.036693800631763425     0.033103613146917295     0.029886667876973635     0.026973741423514056     0.024349741539068655     0.022001232564552057     0.019883985781360313     0.017982171639379527     0.016266924362933404     0.014717964943552169     0.013326535517366683     0.012069359109964005     0.010929947137476538     0.009904310550871659     0.008971866846922626     0.008118540487465227     0.0073534485697784036    0.00665730695802092      0.006020041258371806     0.005447085294775402
0.21053077565999717       0.36999999999999966      0.5638942765528362       0.5121146235671897       0.46577561998029177      0.4234629953573645       0.38430775602144857      0.348146099380078        0.31491157390236896      0.28474727862234156      0.25705961211059253      0.23178189632402235      0.20899698131372088      0.18854978396640923      0.16969135975892471      0.15290102140877906      0.13804480837057956      0.12412538732622687      0.1116904811076198       0.10069479384549569      0.09058725957847323      0.0816614995844917       0.07365446089696127      0.06626585759341176      0.059696942705216416     0.05375075695374489      0.04846371024244114      0.043722387930754274     0.03936445770330916      0.03547812208020187      0.031964956895538306     0.02886761177393554      0.026030299641650555     0.023506881497815126     0.021211132368117724     0.01915356470319285      0.01729009229342884      0.015611104738246673     0.014108034309885465     0.012752700747444971     0.011535010533700681     0.010436555289438584     0.009444406545320682     0.008552962526164722     0.007747382069267116     0.007017144757949251     0.006359688770191976     0.0057618870447352566    0.005214755855704067     0.004724085220334305     0.004277573528320044     0.003868785788656077     0.0035011743122241794
0.21862811318538167       0.3649999999999997       0.8393233368907879       0.762161393733865        0.6931309778845448       0.6301035344203284       0.5717844276345484       0.5179293003854099       0.4684386022809077       0.4235253557517075       0.382302667653774        0.344670865570391        0.310753796339788        0.28032013238117964      0.2522527209561234       0.22726652224975738      0.20516178102531676      0.18445132393257083      0.16595188774761074      0.14959595741573126      0.13456215012356323      0.12128811850843242      0.10938190303269425      0.098396065551635        0.08863048120503784      0.0797917125633366       0.07193400448644154      0.06488839695474019      0.058413052086834165     0.05263937192463774      0.04742073261765926      0.04282066990558797      0.03860716122236885      0.03486042482314069      0.03145208523843112      0.02839779392217112      0.025631941336737792     0.023140224130223753     0.020909900586216706     0.018899042645429076     0.01709263919094681      0.01546331530048299      0.013991841990840246     0.012669903470407117     0.011475427050664497     0.010392772694887961     0.009418146854949768     0.00853202946421685      0.007721067628539268     0.00699389345105261      0.006332216651078723     0.005726477139633815     0.0051818207742693675
0.2024334381346127        0.38499999999999973      0.14246904943315555      0.12968144092069397      0.11810329273304897      0.10748238456641455      0.09763338665671915      0.08852418810767969      0.08014077099052706      0.072520407844076        0.06551992037019873      0.059123400575029274     0.053350614757086114     0.0481633780557384       0.043377283918702325     0.03911034963960714      0.03532942062849636      0.03178766169136104      0.02862063159177734      0.02581703924183903      0.023239518159494123     0.02096126053013007      0.018916136158563714     0.017028654671426016     0.015349410070443869     0.013828664172984178     0.012475611582315907     0.011261494485743371     0.010145182587561105     0.009149018531802207     0.008248009435180927     0.007452985331973423     0.0067244044789947785    0.006075937829451705     0.005485685602143        0.004956317773220476     0.0044766237963577505    0.004044160376513604     0.0036567433628716217    0.0033072003732106214    0.0029929577121475506    0.0027093200145144685    0.002452991744337906     0.002222532870210916     0.002014159605780512     0.0018251846190309605    0.0016549414753123848    0.0015000809467098728    0.0013583061053571747    0.0012310762653497374    0.0011152509227126798    0.001009181168487037     9.137377854854339E-4
0.2105307756599972        0.37999999999999967      0.5712808458918984       0.5188463289084347       0.47190822167660423      0.4290438368002469       0.3893758286557492       0.3527393601117134       0.3190675151569536       0.2885055074114106       0.26045265637765785      0.23484151472893103      0.21175588838106893      0.1910386890966983       0.17193128898560892      0.15491919796794987      0.13986670920806957      0.12576348829524672      0.11316439809685208      0.10202354547834513      0.0917825981962324       0.08273904917937923      0.07462635973782812      0.06714026485063912      0.06048468435961265      0.05446004486076483      0.049103239504900996     0.04429935833186139      0.03988392609152161      0.03594630975690994      0.032386786900618504     0.02924856971607778      0.026373816650727355     0.023817099008342012     0.02149105454534642      0.019406334366724873     0.017518270650869115     0.0158171262160506       0.014294220269379621     0.012921000741310818     0.011687240926497549     0.010574289534823816     0.009569047508601039     0.008665839135218532     0.007849627421307563     0.007109753125966306     0.006443620617723488     0.005837929616055562     0.0052835778476128074    0.0047864317212947165    0.004334027299925895     0.0039198446755136845    0.003547381710023258
0.19433610060922818       0.3999999999999997       -0.3313536605741039      -0.3009066423306355      -0.27371736171352506     -0.24886424763402168     -0.22584464948005015     -0.2045702935379767      -0.18500657370293308     -0.1672401986203131      -0.1509327839011805      -0.13604664534773422     -0.12262860703530647     -0.11058789107132427     -0.09948610281674874     -0.0896038079467155      -0.08086226826609823     -0.07267527964161043     -0.06536477796181377     -0.05890400180717737     -0.05296737386520541     -0.047728369605737196    -0.0430311427196515      -0.038697788151153954    -0.03484753870170496     -0.03136359791461126     -0.02826755678949656     -0.025492441137747835    -0.022942314853968363    -0.02066930722785165     -0.01861528045780728     -0.016805427090720148    -0.0151479340976388      -0.01367454442971973     -0.012334505924793989    -0.011134006320279187    -0.010047129763128923    -0.009068225561821795    -0.008192267240527268    -0.0074027004583185904   -0.00669360318034331     -0.006054177248802218    -0.0054768353940479395   -0.0049583080305341575   -0.004489886642943009    -0.004065405480763556    -0.0036833801895433745   -0.0033361117410772123   -0.0030183380126499455   -0.002733480214827774    -0.0024743261235511756   -0.002237111646370898    -0.002023875588634828
0.20243343813461268       0.3949999999999997       0.14408973419337534      0.1311332949590708       0.11942656112613304      0.10868951577805545      0.098732545941273        0.08952291563740787      0.0810465070100378       0.07334100658223842      0.06626210622894925      0.05979378003200119      0.05395594081542671      0.0487100245459186       0.043869793528566875     0.03955443695948644      0.03573045801289353      0.03214847355656219      0.028945441649480045     0.026109948645527542     0.02350313702912667      0.021198993444404925     0.019130639381306106     0.017221730233852216     0.01552343251446474      0.01398543529863369      0.012617039066723944     0.011389157785569986     0.010260190950418408     0.009252736530985213     0.008341514889818687     0.007537480318865094     0.006800641662688729     0.0061448252519115615    0.005547882867016101     0.0050125147739000925    0.004527383396484425     0.004090017748495611     0.0036982089519406315    0.0033447033723265442    0.0030268981613122497    0.002740044769029256     0.0024808103252500174    0.0022477384802208167    0.0020370025846893295    0.0018458848606253252    0.0016737113095067746    0.0015170947629137295    0.0013737122678388833    0.0012450396544579625    0.001127900839755598     0.0010206282287531692    9.241024613638533E-4
0.18623876308384368       0.4149999999999997       -0.7338905382015629      -0.6667726681501841      -0.6067210236564836      -0.5517945330089914      -0.5009033882514989      -0.45385651038818137     -0.4105785990476613      -0.3712613843622033      -0.3351628455145735      -0.3022004483671576      -0.27247674478261        -0.24579233297097733     -0.22118423975396148     -0.19926875282271442     -0.17987273412590063     -0.1617071746741816      -0.1454799818854394      -0.13113222324581894     -0.1179469304548363      -0.1063061215709148      -0.09586581410590332     -0.0862333377162315      -0.07767186190489773     -0.06992326770833711     -0.06303527101282723     -0.05685956337950266     -0.05118378208062404     -0.0461233101235293      -0.041549354984433344    -0.037517725648284324    -0.03382493574468368     -0.0305413375753727      -0.027554373331586113    -0.02487776602941469     -0.022453994318932847    -0.020270517968327392    -0.018316166184830725    -0.016554179626586757    -0.014971397842278042    -0.013543820913705111    -0.012254590662049071    -0.011096417495955349    -0.010049950076645634    -0.009101477258625154    -0.008247675555217103    -0.007471431595316516    -0.006761039697492169    -0.006124071130404721    -0.005544490998820804    -0.005013919239909306    -0.004536869672183293
0.19433610060922818       0.4099999999999997       -0.3345719444884157      -0.30385404693008433     -0.27640903527928895     -0.25131715715140496     -0.22807405518282464     -0.20659181729360335     -0.18683593909353194     -0.16889423204976994     -0.1524257557224933      -0.13739256967916022     -0.12384181637669268     -0.11168186275200244     -0.1004701842820158      -0.09048998970270739     -0.08166178429986405     -0.07339373167221432     -0.0660108608785918      -0.0594861462687063      -0.05349079591955155     -0.04819999812322829     -0.043456350166435904    -0.03908017029315582     -0.035191882057658386    -0.03167351824451664     -0.02854688627988036     -0.025744350996962064    -0.023169026706449488    -0.020873558782228147    -0.01879923504672649     -0.016971496938143472    -0.01529762485138908     -0.013809675172460319    -0.012456394468395545    -0.011244031591687742    -0.010146414606096735    -0.00915783698814322     -0.008273222573268325    -0.007475853421724431    -0.006759748971614839    -0.006114004346976294    -0.0055309572976306185   -0.00500730593104717     -0.00453425566864766     -0.004105579829262258    -0.0037197794013494588   -0.003369079270260055    -0.003048165313962782    -0.002760492559500074    -0.0024987775110018582   -0.0022592188814614792   -0.0020438756233485257
0.17004408803307464       0.4349999999999997       -0.9321222863990323      -0.8469014412430588      -0.7706527540925193      -0.7009345610101348      -0.6363478522544677      -0.5766415063210583      -0.5217169623522767      -0.4718152704657453      -0.42599339096450534     -0.3841462642758238      -0.3464044309879339      -0.31251556742783354     -0.28126112420633764     -0.25342095377057555     -0.2287758989617543      -0.20569433954629202     -0.18507234069989545     -0.16683528145602625     -0.15007532904021656     -0.13527619872082794     -0.12200179532825821     -0.10975429805483393     -0.09886734873697822     -0.08901346804153655     -0.08025319381665169     -0.07239812195278476     -0.06517854171973848     -0.05874098737132551     -0.05292180719317811     -0.047791915519416535    -0.04309281330218772     -0.03891387263544948     -0.03511210633712326     -0.031704947364859744    -0.028619318580302488    -0.0258392886292021      -0.023350662095233368    -0.02110673405227192     -0.019090779380540737    -0.01727229621915803     -0.015629860704023498    -0.014154197809847101    -0.012820714868251386    -0.011611982063566657    -0.010523762083647288    -0.00953430422838381     -0.008628725843753125    -0.007816630895417676    -0.007077637528941164    -0.006401087470064493    -0.005792706171417848
0.17814142555845913       0.4299999999999997       -0.9569589555868098      -0.8694501912185818      -0.7911501505985731      -0.7195471489697245      -0.6532102555330414      -0.5918857363567686      -0.5354740226504601      -0.48422400121901715     -0.4371677007296871      -0.39419737699283003     -0.35544690633716464     -0.32065658707169925     -0.2885722390667478      -0.2599965178830594      -0.23470390869481703     -0.21101545857708845     -0.1898532272204304      -0.17114045131871444     -0.15394323456353287     -0.13875917950476946     -0.12514011502107666     -0.11257443510267263     -0.10140502049298487     -0.09129552450193994     -0.08230812419778476     -0.07424951590196514     -0.06684292097079503     -0.060238720139394485    -0.054269040181861634    -0.04900662471764127     -0.04418624853229595     -0.039899609189052915    -0.035999981849895925    -0.03250525514211388     -0.029340433522596503    -0.026489167721841903    -0.023936888348863077    -0.021635663154215553    -0.019568327515267016    -0.01770357804418605     -0.016019428327800758    -0.014506361119899433    -0.013139137773528467    -0.01189987156632666     -0.010784217343290067    -0.009769853170228493    -0.00884150685668548     -0.008009040105002781    -0.0072515361598376295   -0.006558058876683995    -0.005934488405852377
0.18623876308384368       0.4249999999999997       -0.7398347372130899      -0.6721942615566668      -0.6116698682021292      -0.556305309307763       -0.5050049519838233      -0.45757758810384547     -0.4139479168259859      -0.37430954735694516     -0.3379157846182345      -0.3046836171589291      -0.2747161899219585      -0.24781256925644038     -0.22300238415185172     -0.20090665679563594     -0.18135088781739775     -0.1630359332372984      -0.14667526648169202     -0.13220947730353227     -0.11891578533813175     -0.10717930545235145     -0.09665321572326323     -0.08694160447418288     -0.07830981356473982     -0.0704975782546403      -0.06355301109856998     -0.05732658538901398     -0.05160419004752478     -0.046502158025853245    -0.041890636608339145    -0.037825894187283333    -0.0341027738878061      -0.030792205563035028    -0.02778070741386127     -0.02508211510907804     -0.022638434992001657    -0.020437023867411502    -0.018466619187493153    -0.016690159744527037    -0.015094376999025978    -0.013655073914083849    -0.012355253860608427    -0.011187567354817211    -0.010132504127679824    -0.00917624041867087     -0.00831542543873353     -0.007532805259643467    -0.006816578055643239    -0.006174377271855581    -0.005590036313068241    -0.005055106285290948    -0.004574138079595737
0.17004408803307464       0.44499999999999973      -0.9377256610937738      -0.8520071555063905      -0.775308446473132       -0.7051748389982501      -0.6402011973088949      -0.580135861989612       -0.5248800671156583      -0.4746765282164849      -0.428577299316979       -0.3864768003610109      -0.3485062186575927      -0.31441175429526425     -0.28296772867080117     -0.25495855681620955     -0.2301637830647225      -0.20694211981941454     -0.18619494144955026     -0.16784717710092453     -0.15098552070131135     -0.136096603824551       -0.12274167717297683     -0.11041989014113544     -0.09946691515010958     -0.08955327261284769     -0.08073987014454172     -0.07283716126202673     -0.06557379762155267     -0.05909720322254658     -0.05324273298646518     -0.0480817316966869      -0.04335413243664318     -0.039149849366931215    -0.03532502808614384     -0.03189720728312582     -0.02879286660136443     -0.025995978061939984    -0.02349226015356101     -0.02123472468329576     -0.019206545096488312    -0.017377034545004364    -0.015724639232385842    -0.014240027891746587    -0.012898458704393633    -0.01168239615001869     -0.010587577228606704    -0.009592119327858315    -0.008681049538147611    -0.007864030081044417    -0.007120555493822774    -0.0064399028675119615   -0.005827832381436315
0.16194675050769014       0.45999999999999974      -0.6767194770459107      -0.6148309579322732      -0.5594563759126054      -0.5088381000529242      -0.46195334042654945     -0.4186161527523939      -0.37875347707117046     -0.34253941082839745     -0.30928629570072        -0.27891741666637127     -0.2515280951111825      -0.226935011415313       -0.20425285819509584     -0.1840482182544304      -0.16616195658727384     -0.14940931656892575     -0.13444095153846083     -0.12120271801791993     -0.10903591073859274     -0.09829150380582825     -0.08865324907906393     -0.0797601361281595      -0.07185411583388028     -0.0646977646850481      -0.058334972805435946    -0.05262911021359493     -0.04738459338460505     -0.04270768355055208     -0.0384797111511165      -0.0347520986408868      -0.03133734466705768     -0.02830027495591057     -0.02553714918639785     -0.023060615314073843    -0.020817638819675213    -0.018796658373654202    -0.016987366979068965    -0.015355863723963968    -0.013890005049251487    -0.012567643414377013    -0.011373224645619642    -0.010300006316455876    -0.009330132999404923    -0.008450946367555402    -0.0076593614207259705   -0.006939584321112336    -0.006280805265633209    -0.005689986908887243    -0.005152328112612062    -0.0046600851404821906   -0.004217409815654313
0.17004408803307464       0.45499999999999974      -0.9424036137740058      -0.8562700818180261      -0.7791958774509705      -0.7087154846469188      -0.643418766340414       -0.5830536576005826      -0.5275212356970355      -0.4770656162898765      -0.43073477109868025     -0.3884226879098129      -0.3502610910047237      -0.3159949468257999      -0.2843926191093731      -0.25624233569644783     -0.23132255586958259     -0.2079839138534084      -0.18713222045052003     -0.16869202886055276     -0.1517454592800536      -0.13678158027752763     -0.12335942561682105     -0.1109756139648199      -0.09996751384813551     -0.09000397534183731     -0.08114621483987244     -0.07320373233457406     -0.06590381247186171     -0.059394621986539615    -0.053510686721446744    -0.04832371072022552     -0.04357231812862029     -0.03934687565242301     -0.035502804835067396    -0.03205773264196831     -0.02893776865226334     -0.026126804210962456    -0.023610485920929267    -0.021341589075674076    -0.019303202428040744    -0.01746448467596404     -0.01580377353665272     -0.01431169078625767     -0.0129633700738479      -0.011741187622147266    -0.010640858984009662    -0.009640391408226838    -0.008724736627303173    -0.00790360550328748     -0.0071563893680584275   -0.00647231134670806     -0.005857160612910284
0.14575207545692115       0.47999999999999976      0.26322438934443243      0.239246976967626        0.21779898290973868      0.19815966482258837      0.17994633556009695      0.16309462066427327      0.14758006927482972      0.13347235350578865      0.12051479934425104      0.10867906983694174      0.09800037474583713      0.0884082694776412       0.079562555211089        0.07168095384209096      0.06470198785189817      0.05816795846373458      0.052330228051264936     0.04716773985495543      0.04242431900444909      0.038236461669136614     0.03448056718532084      0.031015540245097225     0.02793594358452325      0.025148789691020402     0.0226712682414499       0.02044999485100799      0.01840851675161864      0.01658837017003423      0.014943159008072896     0.013492987842219263     0.012164684348414752     0.010983546739071327     0.009909109701244034     0.008946306768212254     0.008074456378313485     0.007289049825303202     0.0065860688088970635    0.005952294262830668     0.005382991986268733     0.004869528006616614     0.004405838502143554     0.003989298109454246     0.003612945882526496     0.0032718486358644864    0.0029648089984959276    0.002685670209519832     0.0024302203975697587    0.002201182137285034     0.0019927862207280637    0.0018020170924697443    0.0016304993212198293
0.15384941298230564       0.47499999999999976      -0.2387739384270886      -0.2168665463842788      -0.1972621715685009      -0.17937742168771906     -0.16283458413350438     -0.14755833677289876     -0.13351840471455856     -0.12077361922929207     -0.10907164786731206     -0.09838401982665516     -0.08874611118147697     -0.08009282568465616     -0.07210979333981334     -0.06499820600109607     -0.05870182565900659     -0.052801961568062626    -0.0475285533849904      -0.04286258617369399     -0.03857272572620082     -0.03478223250593296     -0.03138043480288676     -0.028240996248533105    -0.025448588068649133    -0.022920231006004817    -0.02067126461080873     -0.01865373340488502     -0.016799044222298696    -0.015144462404129365    -0.013648353014405411    -0.012328757500306133    -0.011119735969307829    -0.010044086131185995    -0.00906527540419205     -0.008187757747641652    -0.007392833241184979    -0.006676426268009916    -0.006034896293718901    -0.005456282973429483    -0.004936297876121479    -0.004467118396334212    -0.004043252923680082    -0.0036623113914558375   -0.0033179889046117124   -0.0030058118603136052   -0.0027246815074879476   -0.002469018892490462    -0.002235002217961289    -0.002025078631695404    -0.0018340184578169063   -0.001659081404106046    -0.001501727816811247
0.16194675050769014       0.46999999999999975      -0.6790708485222249      -0.616972043776488       -0.5614058356260373      -0.5106115236060625      -0.4635635271267163      -0.42007540541713856     -0.3800738662463547      -0.34373362757123754     -0.3103646406293743      -0.2798899246938797      -0.25240513129948533     -0.22772630570432661     -0.20496507332321126     -0.1846899799207823      -0.16674133804654565     -0.1499302781389946      -0.13490971231002746     -0.12162530881596179     -0.10941607196219642     -0.09863419624841475     -0.08896233136010524     -0.08003820868963875     -0.07210462235422531     -0.06492332026772264     -0.05853834572431874     -0.052812591614019695    -0.04754979149285495     -0.0428565776030197      -0.038613865794959124    -0.03487325817502807     -0.031446599584877215    -0.028398941794059687    -0.025626182914398634    -0.0231410149837285      -0.020890218647218836    -0.01886219228158156     -0.017046592959057586    -0.015409401603962812    -0.013938432323332209    -0.012611460365521776    -0.011412877336186731    -0.010335917292753868    -0.00936266256330853     -0.008480410690350952    -0.007686065916460747    -0.006963779342614375    -0.006302703479274728    -0.005709825251631152    -0.005170291920663657    -0.004676332752289376    -0.004232114044732703
0.1376547379315366        0.49499999999999983      0.7001057982746453       0.6362393596616287       0.5791182718755855       0.5268543808589685       0.47840953043652107      0.43360200019069456      0.39236195054536166      0.3548719075074039       0.3204389583081118       0.2889862521870313       0.2606092791905698       0.23512030695493327      0.2116127175852964       0.19066673227758757      0.17211880321553205      0.15475132049917664      0.13923298007043708      0.12550788236994603      0.11289595778153368      0.10175956385181202      0.09177081946766763      0.08255543467606126      0.0743642603561885       0.06695065249369346      0.060360205715090647     0.054451034309918774     0.04902001781768845      0.04417750560264228      0.039800185552519095     0.035941491854450676     0.032406857430665736     0.0292635508738345       0.026403981840226094     0.02384126776204591      0.02152043131651245      0.019429486682585973     0.01755775515928702      0.015870100168196625     0.014353938983140092     0.012986324210069738     0.011751138113778979     0.010641401950039724     0.00963861401418624      0.008729661137237317     0.007911355215472803     0.007167332365596967     0.006486395763746996     0.005875771694815826     0.005320125876664119     0.004811439801130349     0.004354022607148318
0.14575207545692115       0.48999999999999977      0.2636146873664941       0.23960902348288485      0.21813348468036456      0.19846616100392037      0.18022566648855054      0.1633482749578343       0.14780972919286528      0.13367995243787403      0.12070213946539841      0.10884795251215496      0.09815260234658661      0.08854553697744484      0.07968603892539487      0.07179216201935588      0.0648023338172077       0.05825814883976064      0.05241135757269807      0.047240869344787044     0.04249009671862219      0.03829575568930015      0.034534048656062015     0.03106365549914097      0.02797928962455731      0.025187816536475643     0.02270645308309041      0.02048173361085308      0.018437088131975296     0.016614116621354032     0.01496635250321632      0.013513930893729579     0.012183566038483458     0.01100059536669995      0.009924490830792956     0.008960193612644255     0.008086990077596855     0.007300364527664741     0.006596292424916612     0.0059615341954237745    0.005391348291413688     0.0048770873405766515    0.004412678112598775     0.003995491168126084     0.003618554759574798     0.00327692804616879      0.002969411800358569     0.0026898397067383326    0.0024339933581377115    0.0022045995535423454    0.0019958801326982055    0.0018048148606905933    0.0016330308265485461
0.1295574004061521        0.5099999999999998       0.9587990399437211       0.8713032361158107       0.7930573014024769       0.7214825564994474       0.6551473049689888       0.5937974216662724       0.5373350964447751       0.48600884545797823      0.4388666648696347       0.39580282483487345      0.3569486987810191       0.3220473495072571       0.28985794746562193      0.26117460405450194      0.23577354107908202      0.21198873479409183      0.19073514434830321      0.1719363074997595       0.15466199066294314      0.13940784480035795      0.12572525426702472      0.11310210561091326      0.10188161966562194      0.0917262530702486       0.08269840410967749      0.07460372571933406      0.0671640403377689       0.060530469549117165     0.05453409252762877      0.0492481068436646       0.044405979135004915     0.04009985923697418      0.036182372245401294     0.03267148614800685      0.02949190256977965      0.026627205101188243     0.024062769901911363     0.021750475122103544     0.019673088505382852     0.017799183403008803     0.01610668570753178      0.014586037808564904     0.013211900955536893     0.011966315853181324     0.010844914214671071     0.009825285339683873     0.008892094119459208     0.008055233742837871     0.007293703334760233     0.006596520118932894     0.0059695828128136326
0.13765473793153662       0.5049999999999998       0.7001057982746443       0.6362431651348103       0.5791227251543177       0.526858217505248        0.4784125222247954       0.4336042204836264       0.39236352553821247      0.3548730101403272       0.3204396888770123       0.28898670468289195      0.2606095554384829       0.23512049237950225      0.21161281840806848      0.1906668054088203       0.17211889548369172      0.15475140367401433      0.13923306714299985      0.12550798437933167      0.11289606201957782      0.10175967026346601      0.09177092622569687      0.08255553793020666      0.07436435761203143      0.06695074307272188      0.060360288603103884     0.05445110913469849      0.04902008523355928      0.04417756574381957      0.039800239565809144     0.03594154044787911      0.032406901071113714     0.029263590111555226     0.02640401709018006      0.02384129945568575      0.021520459809238543     0.019429512313478548     0.017557778248336695     0.015870120981432128     0.01435395776619035      0.012986341171016798     0.011751153435935816     0.01064141580668694      0.009638626549425404     0.008729672475438028     0.007911365480215109     0.00716734165452482      0.006486404158230786     0.0058757792902852995    0.005320132745463311     0.004811446004562714     0.004354028213866165
0.1214600628807676        0.5249999999999998       0.972350591125264        0.8836038344900986       0.8042674388721446       0.7317154379276731       0.6644824626122992       0.602304279444943        0.5450794279716291       0.49305806836893756      0.44527356763718345      0.4016184331990181       0.3622262287451434       0.3268369810355503       0.2941951985460071       0.2651043761091503       0.23933810977778322      0.21521082713783168      0.1936482232194854       0.17457294399860304      0.15704390653817088      0.14156254259768322      0.12767471951663004      0.11486202593986526      0.10347190358514635      0.09316251664349862      0.08399705690200104      0.07577845958556521      0.06822472283806767      0.06148903969673575      0.05540010368427168      0.05003214613283718      0.0451147924813562       0.040741520600935        0.03676280037453905      0.033196862509510615     0.029967294621204232     0.027057437915286798     0.02445244880354239      0.022103489775529016     0.01999306978000004      0.01808928939685547      0.01636974360353752      0.014824725174054582     0.013428515107638662     0.012162881872510134     0.011023384397171515     0.009987274419175513     0.009038983216935005     0.008188543340846614     0.007414636540507911     0.006706110771549368     0.006068948397631693
0.12955740040615213       0.5199999999999998       0.9573794780346966       0.8700100275947763       0.7918759988584979       0.7204049504587805       0.6541667207195799       0.5929072004330277       0.5365285549025839       0.48527884513739034      0.4382070804448203       0.39520763140053544      0.35641174665545927      0.32156284279021735      0.2894217987773054       0.2607816325888836       0.23541888302169675      0.2116698863256776       0.19044830557011047      0.17167779105879166      0.1544294784289302       0.13919828908803125      0.12553628401020525      0.11293212213230684      0.101728506629287        0.09158840831020242      0.08257413041044964      0.0744916185466842       0.06706311498183702      0.06043951325093804      0.0544521477005103       0.04917410532845962      0.04433925401450838      0.04003960487071357      0.03612800462565218      0.03262239424519813      0.0294475885217781       0.0265871957211502       0.02402661397319888      0.021717793745011326     0.019643528676084224     0.01777243934409088      0.01608248481463365      0.014564121841991547     0.013192049754196161     0.011948336245348733     0.010828619593588223     0.009810522777477217     0.008878733733936182     0.00804313078249566      0.0072827446087185554    0.006586608940978472     0.005960613629908597
0.11336272535538308       0.5399999999999998       0.7385028060688014       0.6710878836441306       0.6108270009753377       0.5557291728903699       0.5046765856491832       0.457465514083331        0.4140174907578939       0.374521551395301        0.33824130596921287      0.30509476799323654      0.2751838088521726       0.24831108563953505      0.22352356816478328      0.2014311807632602       0.18186211908788083      0.16353730354815965      0.14715918846183654      0.13266909701892426      0.11935317179196347      0.1075917732909587       0.09704037715951713      0.0873056944888917       0.0786513093473588       0.07081785239439652      0.06385327066103776      0.057607919857208416     0.051867689482661405     0.046748889095299194     0.04212142719588218      0.038041675647540095     0.034304283388562035     0.030980247409203857     0.02795599394019993      0.025245369885277397     0.022790335641571974     0.02057823795409403      0.018597801533208558     0.016811930597590053     0.015207338389804871     0.013759792784941856     0.012452274219492384     0.011277405605848145     0.010215649943822734     0.009253156397437306     0.008386546667391604     0.007598539892412728     0.006877307442569649     0.006230463770493188     0.005641813722451517     0.005102882947935552     0.0046182116297810195
