% Model:              heat_case3.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 29 2023, 20:11
% Dimension:          2
% Nodes:              13312
% Expressions:        31
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (K) @ t=0              u (K) @ t=0.1            u (K) @ t=0.2            u (K) @ t=0.3            u (K) @ t=0.4            u (K) @ t=0.5            u (K) @ t=0.6            u (K) @ t=0.7            u (K) @ t=0.8            u (K) @ t=0.9            u (K) @ t=1              u (K) @ t=1.1            u (K) @ t=1.2            u (K) @ t=1.3            u (K) @ t=1.4            u (K) @ t=1.5            u (K) @ t=1.6            u (K) @ t=1.7            u (K) @ t=1.8            u (K) @ t=1.9            u (K) @ t=2              u (K) @ t=2.1            u (K) @ t=2.2            u (K) @ t=2.3            u (K) @ t=2.4            u (K) @ t=2.5            u (K) @ t=2.6            u (K) @ t=2.7            u (K) @ t=2.8            u (K) @ t=2.9            u (K) @ t=3
-3.6308128034110876       -0.3138673269384039      1.828390234731968E-5     0.13391359799026592      0.18858076128004406      0.23530484341432298      0.2873156441770051       0.34437963552844447      0.4051147030540427       0.4678696043142217       0.5310220641466503       0.5938607384938965       0.6554757961212275       0.7149225198511813       0.7722491874817612       0.8276141135774137       0.8810458994979203       0.9325692133063691       0.9822716944812179       1.0301429671488256       1.0763163526810722       1.1207459015547643       1.1635851859296327       1.2048559421455733       1.2446186455260557       1.282972270238208        1.3199705273506501       1.3556820248807127       1.3901813370855072       1.4235356672446338       1.4558108331213033       1.487028975574849        1.517266195997226
-3.7056697435576496       -0.3246009440732717      1.5936907352333303E-6    0.10333219648394433      0.15717254167903472      0.20458618090787614      0.25760562875431964      0.3159351103298717       0.3781171576800019       0.44245600097476645      0.5072825347634201       0.5718567451102617       0.6352361056459146       0.6964328992367864       0.7554933837213696       0.8125735162548399       0.8676899651228326       0.9208690969434725       0.9721881011472352       1.021639910302447        1.0693509561679617       1.115278087675006        1.1595733176590242       1.202258161755828        1.2433926969376794       1.2830776912119084       1.3213660721274376       1.3583268296827968       1.3940389434334781       1.428569051359301        1.461984154265621        1.4943092717523545       1.5256212890052165
-3.332909991047675        -4.098491214482417       8.882516505032497E-5     0.4682925228060385       0.7882271758827863       1.0059141793718573       1.1729019055191627       1.3075013228578916       1.4210982862192043       1.5198352235029715       1.6089604083142555       1.6898123314348001       1.7645825060964575       1.8361164958696208       1.904582608564884        1.9695993693155274       2.031366525798929        2.090022643329893        2.1461063581294586       2.1995097520121902       2.2508602324981144       2.2999207695326684       2.347101309316646        2.39245987493167         2.436144595653351        2.478247048445373        2.518925298836333        2.5582999325665745       2.5963016688508427       2.633095797075726        2.668760072933385        2.7032338625532084       2.73662750513853
-3.1808900128641904       -4.059269240010832       3.752735396545779E-5     0.37902285481956094      0.6840284998644454       0.8982271500370438       1.064379880955345        1.1997484599609083       1.3149853000415292       1.4159273038302944       1.5075642133160407       1.5911705846673139       1.6688313883286716       1.7432467583938416       1.8145735998246693       1.8824511643583723       1.9470687978553358       2.008561218889497        2.0674463518876784       2.1236212589674746       2.177692834567171        2.2294320261651994       2.2792388039057077       2.3271697788763848       2.3733697216404255       2.4179311728810693       2.4610080799623          2.502719295765045        2.5430027525503642       2.58201990055205         2.6198486400149483       2.6564333695137177       2.691883421961062
-3.7336754033744657       -0.39429598515957387     3.9594634084728346E-7    0.08068316648859951      0.1339699685908041       0.18451006849891452      0.2414177000907076       0.3035461707708161       0.3691480235604078       0.43652006231528423      0.5040295132679868       0.5710174346587271       0.6366126441046821       0.6998987261589331       0.760914806966909        0.8198331462181848       0.8766983146828563       0.9315311448187736       0.9844298577645706       1.0353819389864622       1.0845329546648301       1.131832514967367        1.1774449859396035       1.2213936316695053       1.2637430571759438       1.3045976251101654       1.3440149550667506       1.3820678824398434       1.4188334505580948       1.4543835040669368       1.4887875367260655       1.522068287047554        1.554306257208948
-3.63251357750259         -0.4033932752853088      4.722627392755427E-6     0.10724754995450529      0.1628018156989808       0.21387616520532116      0.2710554485572107       0.33314307395257386      0.3984274274441391       0.4652383140285884       0.5319872291326774       0.5980587975674272       0.6626256635072387       0.7248313113132765       0.7847181504949419       0.8424690294929815       0.8981536919742691       0.9517899761084962       1.0034994299115483       1.0532628206889265       1.1012439946291273       1.1473854369195364       1.1918601646553322       1.2346926663791984       1.2759505308540056       1.315738207984982        1.3541168100246075       1.3911609252906623       1.4269417143558065       1.4615345725926965       1.4950090910105949       1.5273833153011536       1.5587389727026866
-3.680492798597341        -0.4163343042830806      9.673321764254355E-7     0.09017514072433683      0.1449064437829413       0.19669856248724776      0.2548392567579492       0.3179620972014918       0.3842820714892451       0.4521203266807817       0.5198846087023375       0.5869626550828208       0.6525286887767636       0.7157217785914911       0.7765814073449576       0.835289567222868        0.8919125390761667       0.9464682168088908       0.9990741638530463       1.0497124948177008       1.0985448020303195       1.1455145097898047       1.1907944804864516       1.2344091807662791       1.276426216950163        1.3169509575566698       1.356044374080674        1.3937813833693287       1.43023501480472         1.4654806296334049       1.499588455730617        1.5325778441042657       1.5645310014735214
-3.639334732300291        -0.4547540782895372      6.582806641370799E-7     0.09146155348342176      0.14726344528426893      0.20118522336194952      0.2616536033920493       0.3268675635951724       0.39492556748627144      0.4641678195731229       0.5330470703719165       0.6010142986404494       0.6673030574841629       0.7311209783959854       0.7925060769241461       0.8516538812214126       0.9086581300495437       0.9635327018522978       1.0164189722854162       1.06729259002626         1.1163355125432075       1.1634833535110882       1.2089205246395895       1.2526731272455744       1.2948129028161501       1.335447306182431        1.3746418039895436       1.4124744200944972       1.4490140606525783       1.484340896263153        1.5185266364263528       1.5515869089549754       1.5836066276562482
-4.812227786125053        -1.5515321905055701      9.83817041699457E-7      0.08503521362281619      0.26574607639112385      0.42929776492638966      0.5681297676887671       0.6875128010145173       0.7914074157994303       0.8829734406460795       0.9652683756728487       1.0397780592172563       1.1083323752931724       1.1732817259463013       1.234724510438709        1.2927123288785791       1.3478030070140747       1.399999640954576        1.4499704055880935       1.4975485862453395       1.5433696491961764       1.5871916343266503       1.6294013914698866       1.670053674687271        1.7092883626519997       1.7471931055710233       1.7839169586699366       1.819572587676913        1.8540766948084773       1.887588084960693        1.92017518427851         1.9517631885307871       1.982454247132248
-4.7815145690933605       -1.761033361193853       1.099204389804326E-5     0.22194782323348036      0.4818487596810463       0.6794027389849068       0.8354471128593518       0.9632029365936373       1.070903966490094        1.1635423614585674       1.245606357766272        1.3187278119234802       1.3851628028759622       1.4478864812147787       1.5070712436875286       1.5626082455488304       1.615033186592753        1.6644025038345258       1.7114743108230872       1.7560643018644646       1.79891456833421         1.839741930407375        1.8789888044307255       1.9167178092546127       1.953087704227885        1.988183012389659        2.022175536423869        2.055188738377377        2.0871068179182823       2.1181095708821736       2.1482672164788394       2.17748405605404         2.205869373805321
-4.855342639814674        -1.9361285859702535      3.2636041232689745E-5    0.34092230444990446      0.6367541871351096       0.8457366390895353       1.006173385994611        1.1346864439976247       1.2414769734054028       1.3322902198303563       1.4121709210728852       1.4827584280448722       1.546436042188103        1.6063951818193676       1.6628465871271323       1.7156137344298015       1.765218110002266        1.8117435340549268       1.8559909060900952       1.8977674152809594       1.9378652827555034       1.9759818514800198       2.0125841916116993       2.047738411458908        2.081611474632687        2.1142842753495823       2.145938899631181        2.176702712465556        2.206441063349361        2.235343008228575        2.26347790426874         2.290736875483835        2.317231243633905
-4.830332336870415        -2.122977892878803       2.698008727824546E-5     0.624598555286821        0.9578640487157001       1.1730519023385118       1.3333979761533556       1.4587105741691226       1.5612337062784          1.6473744945852729       1.7226350610068408       1.7885915648543986       1.8476776996193967       1.9032014605237948       1.9554080172941426       2.0040379093953007       2.049560076681374        2.0920866501480484       2.132417882962291        2.1703642584372673       2.2067310074367557       2.2412103518479816       2.2742747622890835       2.3059911114403975       2.3365277884959097       2.3659600713582236       2.394472708894618        2.422192311005771        2.448974332990486        2.475009227490338        2.5003637984077667       2.5249230138681993       2.548796490598631
-4.719809609723531        -1.9010604354937368      5.517245249631543E-5     0.41908136946298474      0.7305034329199219       0.9435944850161755       1.1056476919130789       1.2345552172936771       1.3412833795446084       1.4318395126086128       1.511462398868425        1.5817855638295657       1.6452301313604987       1.705040805455544        1.7614354835544994       1.814196516388075        1.863812864443291        1.9103751934880968       1.9546607454836071       1.9964839760063693       2.0366205371347936       2.0747742288898734       2.111404264344384        2.146575639728446        2.180452563608743        2.213115265253868        2.244742708410673        2.275460556306941        2.3051398839104458       2.333966296681953        2.362009150830376        2.389165277543092        2.415544653657142
-1.3585318624663476       -5.384083324235543       4.3760828647158995E-6    0.19655697870218256      0.44682543328004165      0.6432404383787671       0.8023865258021178       0.93677310171636         1.0542268650495663       1.1594175819474832       1.2563983939022814       1.3462769910959942       1.4308032538983408       1.512178418441599        1.5905021653215672       1.6654876521927913       1.7372814626072959       1.8059961089165721       1.8720504467614625       1.9353664878352557       1.996457912736734        2.055131901146229        2.1117428104612475       2.1663407958196106       2.2190550345084503       2.269979404859862        2.3192492861947316       2.366974493561763        2.4131211336446494       2.4578328573032837       2.5011864498438343       2.5431468441025564       2.583817160797985
-1.5025770895986936       -5.240750232632874       1.4528923617649212E-6    0.07540590891755343      0.24829640406172512      0.41110824947190333      0.5543023672682384       0.6824783608516859       0.7989603351540532       0.9062405027548044       1.0065942554042173       1.1008710535837143       1.1902313676070955       1.276143403145384        1.3586674508618684       1.4377552731342231       1.5136633899016738       1.5864466037155973       1.6565284359180723       1.7238200205544556       1.7887972327907633       1.8512818102717639       1.9116075501423364       1.9698216974774339       2.0260471365086485       2.0803878949168304       2.1329701700334653       2.1839025514121455       2.2331709788311245       2.2809129194576303       2.3272078512706735       2.3720290857495203       2.4154810975366665
-3.002909741544213        -4.114959067667618       5.714161413067066E-6     0.19286327372845483      0.44172418631115207      0.6380094342224708       0.7974167438231041       0.9321434435899665       1.0497898567548327       1.15488973015883         1.251390138579571        1.3404332879018546       1.4237731418199802       1.5036677971802073       1.580237505519669        1.6532581125861407       1.722969679359167        1.7894747343574          1.853281228033973        1.914284538464431        1.9730639282060445       2.0294012149152922       2.083684798010579        2.1359696508789328       2.1863972000777356       2.2350682613466617       2.2821313965722254       2.3277057523766858       2.3717450947333076       2.41440750876604         2.455774091887861        2.495796775716992        2.534587069462155
-2.192595595353966        -5.103055507965441       1.1287820397089905E-9    0.0031207043352613384    0.03296973626586366      0.09569336578218457      0.17969338178096228      0.2750526038498177       0.37537787498693836      0.4770005469158342       0.5768934722075763       0.67464150787233         0.7692613282624242       0.8597485991937174       0.9461333349651521       1.0289715748447181       1.1087213622141119       1.185310958323986        1.2591272359671926       1.3300692147071305       1.398485464642173        1.464248032544962        1.527640840521079        1.5887040744180208       1.6475467060975926       1.7043149436374563       1.7591112164885347       1.8120474476319717       1.8631842629689468       1.9126456632626616       1.9605268921515562       2.006826496394004        2.0516624866912854
-2.0359448300504526       -5.191295506267514       2.282719315791681E-9     0.004489961729396385     0.04856193596548113      0.12733518124565033      0.22220504354347329      0.324249988271728        0.4283207843089572       0.5317911226368573       0.6325537286757043       0.730450013997669        0.8248974006206508       0.9153206050078956       1.0017389284677785       1.0846046393436721       1.1643329954216506       1.2408748614571772       1.3146156074264554       1.3854600885381307       1.4537791933767432       1.519436430011426        1.5827286947972041       1.6436980099345713       1.7024574745864014       1.7591489184959153       1.8138803928570335       1.8667652406825141       1.9178536177660168       1.9672737444088602       2.01512007381219         2.0613871729393853       2.106193012981525
-1.8465106939133047       -5.164251901067404       3.4741210084836895E-8    0.009848023834012514     0.07795776630861535      0.1780935137660908       0.28689476375025486      0.39751222913809775      0.5064774259567009       0.6124156774067905       0.7143360077716325       0.8124197947767564       0.9065934733286004       0.9968575102014212       1.0832300575584324       1.1660542964447596       1.245729775555932        1.3222245611009102       1.3959428602848385       1.466787420649855        1.5351583197137442       1.6009072928546257       1.6643390972941103       1.7254968678462548       1.784495538136362        1.841465640859608        1.8965193688814692       1.9497678640811869       2.001242397001245        2.0510729150474067       2.0993488809095706       2.1460590223014004       2.1913165197362887
-1.6563221990854857       -5.1062813077841165      2.0683329012770435E-7    0.023932015717864668     0.12716092608536433      0.2511225841402042       0.37369595127642         0.4918630816724519       0.604501164331917        0.7116617694920873       0.8135825574230352       0.9107482440005533       1.0035902033243003       1.0927079295595457       1.1781336367910757       1.260078008300096        1.3389113474579164       1.4146249727251392       1.48763905656154         1.5578543474204773       1.6256947362547904       1.691001965291772        1.7540813604762          1.8149761371182331       1.873800196595422        1.93066813810308         1.9856937404120298       2.0389827888623198       2.090545227823368        2.140509408176108        2.1889570472798883       2.2358715794428345       2.2813578625475603
-2.8315601887393513       -4.1765945749438265      1.1233510006552186E-6    0.08629928563303356      0.2692816723434129       0.43713817570372343      0.583028920840783        0.7125272273062921       0.8294461949306315       0.936493756962049        1.036125084850598        1.129253906715405        1.2171302986949797       1.3013735982330787       1.3820656489596501       1.459170650789064        1.5329999615259575       1.6036089646006426       1.6714874694816289       1.7365282477064363       1.799262289122397        1.8594900910513772       1.9175751689702671       1.9735689742357228       2.0276049823553386       2.079791951056009        2.130267698764545        2.1791485973749083       2.2264092219403566       2.2721993301019423       2.3166018113253055       2.3595788328252953       2.401241707849867
-2.7590480863135642       -4.343566142766368       1.909942992503831E-7     0.033100056793448095     0.15393547331396806      0.28933753710937243      0.4184862604997693       0.5401305206227075       0.65423129813735         0.7614738045875221       0.86263401959988         0.9583372718103539       1.04924223667717         1.1362499545856923       1.2194128208878372       1.2989097102243548       1.3751431932166744       1.4481185287874359       1.5183245114021613       1.5856463125788611       1.6505798040767539       1.7129392575028917       1.7730728674042784       1.831029916639453        1.886939551909448        1.9409227730075518       1.9931101580481856       2.0436187702762427       2.092444089075378        2.1397318043370426       2.1855690704197124       2.229925602388089        2.2729162054181224
-2.7401848719346167       -4.624745466830579       1.2806332309297827E-8    0.008912709527176531     0.07417637765057979      0.17204104233452755      0.27915473229316795      0.3884045613232151       0.4961116685697435       0.6007410000891399       0.701162034819128        0.7975544610182411       0.8898131332482266       0.977945413684928        1.0619868644557862       1.142332568832613        1.2194521009205757       1.2933062670600268       1.3643664941384694       1.4325153972399354       1.4982023680586745       1.5612601035507707       1.622019447355244        1.6805272265128954       1.7369078009545684       1.7912975344343223       1.8438186778087589       1.8945897077999925       1.9436332066045687       1.99109022909488         2.037053815753509        2.081502938031186        2.1245574937073832
-2.704551725572526        -4.470808575125993       2.9221328273682936E-8    0.014963683530116106     0.09865224026817357      0.2104417896379925       0.32631873220528324      0.4409498033512114       0.5518313766850709       0.658203127856795        0.7596156883370337       0.8564377499842207       0.9488603926439566       1.0372335633560041       1.121596222610474        1.2022729155249288       1.2797197992247624       1.3539088980852576       1.4253201624333536       1.493835506159951        1.5599186263235876       1.6233963682487285       1.6846021963796811       1.7435833087015304       1.8004644130364504       1.8553746848303194       1.908438046942895        1.9597710792697778       2.0093857202321095       2.057423187325201        2.103973236346718        2.1490119744033356       2.192655915621294
-2.1849297799767733       -4.9517202988383655      4.2569522832494663E-10   0.0017250620207934365    0.026143574538354964     0.08519634710940818      0.16804980769547617      0.26362042459732876      0.36479941247003805      0.46753626979814455      0.5685238645821548       0.6673718927130943       0.7630557443837286       0.8545309847093534       0.9418262419194662       1.025557234110213        1.1062413332003416       1.183783841553126        1.2585919762616105       1.3305543070904724       1.4000153828876998       1.4668482804521465       1.5313269362936466       1.5934901229156124       1.6534431163090182       1.7113287560304566       1.7672457181445964       1.8213023994891515       1.8735571183709177       1.9241300625050346       1.9731134404371908       2.0205061620222526       2.066422402772734
-2.3850611552916265       -4.872844954486087       9.999879398853374E-11    0.0021941446346308954    0.026735022946765934     0.08453958459120219      0.16598221795643478      0.26030931969623966      0.3604585668878157       0.4623249384401592       0.5625352359806733       0.6606560807976217       0.7556147949998627       0.8463263319801849       0.932826463500927        1.0157381137379227       1.0955832099111904       1.1722690038147496       1.2462123596799592       1.3172993661172716       1.3858834245247582       1.451834305242203        1.5154323001637795       1.5767170813230942       1.635796303078561        1.692815287708557        1.7478750713101117       1.8010862509446979       1.8525070368779235       1.902260360524474        1.9504399749159693       1.9970430839643751       2.042186172974294
-2.251956445005009        -4.8788068279975425      1.7162076581889352E-10   0.0014799096698273383    0.02374446397131818      0.08051869136633684      0.16202575512521916      0.25690569551272446      0.35779987261179735      0.46048012129132704      0.5614928429614378       0.6604270867085903       0.7562102826013578       0.8477501786956785       0.9350774083531943       1.0188311555779281       1.0995475169241666       1.1771249392302692       1.2519779109574931       1.3239914617892843       1.3935095506430253       1.4604053747570058       1.5249509444029834       1.587184759447941        1.647211438069861        1.705173885333758        1.7611699924035868       1.8153076960537582       1.867645488566779        1.9183029483114253       1.9673719536829677       2.014851394258758        2.0608550424420145
-2.5655255140772377       -4.684874571311987       1.2154550052573339E-9    0.003705168806927375     0.04397884902057455      0.11984933281918868      0.2135514438486137       0.3154042877667611       0.4196887028082504       0.5234284499345624       0.6242533434270031       0.7220415142809947       0.8161822100399575       0.9061094265367657       0.9918561568483227       1.0739537024857773       1.1529164606008437       1.2286705271298324       1.301664879362115        1.3717809721785497       1.4394174416120125       1.5044264446877953       1.5671099475757122       1.6275106900491407       1.6857433861313995       1.7419481816417746       1.7962353222317347       1.848718266048081        1.8994374504117275       1.94852352605863         1.996069100427073        2.0420627155609594       2.086621480861528
-2.4349907135724207       -4.747379419445426       2.3892326947475864E-10   0.002062748844558863     0.03023503836579332      0.09375139999477788      0.17967578010315952      0.2771385974022526       0.3793227338004946       0.4824309245628552       0.5833861320540819       0.6818885754355303       0.7770345816275872       0.8679277415311081       0.954600601143657        1.037660039352483        1.1176435583036068       1.1944576239755633       1.2685358568129896       1.3397597254745288       1.4084966575151094       1.4746107723078992       1.538386231849054        1.5998632559397703       1.6591505736173553       1.7163901710061888       1.771684933866452        1.8251450703132033       1.8768215425614083       1.92683850804            1.9752881102852773       2.0221647379691827       2.067583550790877
-1.1818887996129435       -5.379964516551085       3.9207789424440564E-5    0.38566141207269317      0.6914266070286632       0.9046284580002218       1.0694206250800395       1.2035789522335838       1.318026220417388        1.4187026536454004       1.5106599569429813       1.5951097095882811       1.6741009462314895       1.7502484546729875       1.823692603663701        1.8940088683067804       1.9612887942062691       2.0256728457001247       2.087575496363169        2.146921294686715        2.204226031031322        2.2592952309794954       2.3124717388087848       2.3638040801097744       2.4134161469541726       2.461384647139439        2.507841763024097        2.552888960046374        2.5964757244727004       2.6387393048953425       2.6797472902710027       2.7194612204161266       2.7579736533188712
-1.0980886499219533       -5.515487678987817       2.4173938790152018E-5    0.6416447836991925       0.9761621807803464       1.1927663822660939       1.3560290249544142       1.4860435671734675       1.5953236919653786       1.690377945159398        1.7766917337925634       1.8554835521149742       1.9289025587526205       1.9997011612947577       2.0680352821313983       2.133402082216908        2.195839080454613        2.2555049676247725       2.3127898525039803       2.367628000316824        2.420527848454542        2.4712978576365514       2.520278432897902        2.5675177545829793       2.6131385888278476       2.657213925428797        2.6998752762351614       2.7412224117810617       2.781202473166694        2.819951167182973        2.857534302696334        2.8939118795620375       2.929174619140124
0.9349837345550316        -6.9384097332662895      5.187909209137722E-5     0.40122749065164215      0.7095572418415284       0.92216676703529         1.0851502089154779       1.216889254987305        1.3286330778062307       1.4264300953155868       1.515399271628047        1.596744704142229        1.6725242489646397       1.7453897195141757       1.8154946221787582       1.8824131555995578       1.9462498489061066       2.0071483060909867       2.065545233734761        2.1213593210969415       2.1751261466527483       2.226643882353354        2.276270139741104        2.3240555345398923       2.3701296441840034       2.414577008763133        2.457535118782392        2.4991114556541207       2.5392604271111714       2.5781255554192932       2.615779940786341        2.652186842851677        2.6874452235378596
1.0491062523911405        -6.876074073950299       3.4797563281701304E-5    0.3385272987774805       0.6339084655857355       0.8435453777223118       1.0062450728349228       1.1391995591086042       1.2528795995192288       1.353000985090429        1.4444149241273838       1.5282820314321537       1.6065677035728532       1.6817975671607233       1.7541142238135505       1.8231242870296642       1.8889390525838512       1.9516985483489937       2.011839715703013        2.0692826219734033       2.124569316735655        2.1774961231609677       2.228433845320969        2.277434966187504        2.324634395374037        2.370126953996525        2.4140545952257937       2.4565312485867143       2.49751935560731         2.53716851332045         2.57555804735961         2.612651859555094        2.6485564518151246
0.8187903146278406        -6.896881051520705       2.8639507881992536E-5    0.609745758640477        0.9421428008604505       1.1577309867055678       1.3194435457566902       1.4476186797185637       1.5548628773950985       1.6477245320911387       1.7317098834768512       1.808050348561576        1.8789097525709995       1.9470893286751247       2.012759066549119        2.0754325001472975       2.135182901281452        2.1921643938108075       2.2467995333209108       2.2990108643707075       2.3493219184524796       2.397535002493804        2.4439935948007125       2.488746310703092        2.531917037432152        2.5735795889156496       2.613866650274647        2.652878947414052        2.6905633349134903       2.7270567673351915       2.762425907946908        2.7966327862795457       2.8297687013787676
1.4867697797048574        -7.218557497312406       1.4400460863886214E-7    0.0185414556111853       0.10849475785029894      0.22199695763793456      0.33754701657561725      0.4510984477906907       0.5606676272072724       0.6656840744261014       0.7658375465554706       0.8614703600363691       0.9527832634680451       1.0401263259845352       1.1235363972053911       1.203291728756448        1.2797948064862108       1.3530269017669914       1.423424464734625        1.4908841154219392       1.5558449341794964       1.6181439497415513       1.6781118300466544       1.7357953772672639       1.7913189830080414       1.8448202065470516       1.8964211259259964       1.9462411135000564       1.9943110044057983       2.0407710168873128       2.085716878176715        2.129137135434896        2.171152751200578
1.333180055846025         -7.081884039175719       6.365683971733597E-7     0.0626909857262176       0.22148958752047684      0.3753834583556082       0.5127495079069939       0.637161178270131        0.7511536070958696       0.8566917413578125       0.9555853175040792       1.048568959818483        1.1366119368719962       1.220979399728746        1.3017368895638022       1.3788981728474983       1.4527547408666022       1.5233516701429386       1.5911327657983343       1.6560032400814635       1.718454515326917        1.7783032237336314       1.8359048755900218       1.8913097892121082       1.9446498242673145       1.9960485167122517       2.0456391886920677       2.093542012779661        2.1397605862150417       2.1844425289709384       2.22767928062967         2.269449027054246        2.309869873160371
1.8201207669138464        -7.0653230762112695      3.3363711168069744E-8    0.005579515897346222     0.05590425697361274      0.14147348171736732      0.24191773343892953      0.34826457235099756      0.45545062051917024      0.5610305558530547       0.6631096577610474       0.7616832669800734       0.8563357261750381       0.9466830949540946       1.0327418449256507       1.1149707251652996       1.1938268503350544       1.2692552236618182       1.34167808000149         1.410993179256069        1.4776156148758737       1.5413930166601302       1.6026635289417097       1.661475012089092        1.7179564340846147       1.7722713519124944       1.8245426562602318       1.874900306453293        1.9234062921561799       1.9702065759980953       2.015410300638909        2.0590133899583383       2.101151643723291
1.662438043180971         -7.118928126950372       6.254608035441512E-8     0.011053145634813343     0.08104589251392995      0.18151649534290715      0.29048237973781404      0.40129429411537876      0.5103987779390867       0.6163080609569397       0.7179447926321786       0.8154969620926487       0.9088775709738073       0.9980894203048568       1.083157154277888        1.1644494540396222       1.242398906804276        1.3169686815927946       1.388591494574422        1.4571642145462567       1.5231194008916298       1.5862974078599879       1.6470376078811773       1.7053880351464132       1.7614772324766121       1.8154577564356742       1.867453930624869        1.9175921873112534       1.9659192725241936       2.012580380476113        2.0576793069593347       2.101207647583237        2.143295615420761
1.2477011857927243        -6.916531016053179       3.6485319630732314E-6    0.15065802209620274      0.3774054398481333       0.5632193633940513       0.7165643269882155       0.8480265412349669       0.9641568587263617       1.0689330479191967       1.1658168974596481       1.255796410115151        1.3403989899235427       1.4215756520034353       1.499424836491732        1.5737418131599072       1.6447183607890616       1.7124530821354063       1.7773881277814307       1.839438223158507        1.8991327932563082       1.956273844773435        2.0112376820071165       2.0640775664216875       2.1149318064203855       2.1639147648896913       2.2111689574651234       2.2568161371604964       2.300840851178951        2.343397157333706        2.3845742078492376       2.424341990812731        2.4628177153766635
2.3256425255611406        -6.75370301221578        1.0013348512024287E-10   0.007920174797216016     0.04171364550071382      0.1017068712960466       0.18096253438114443      0.27145424987347627      0.36745459915090667      0.465373171866358        0.5621410597056745       0.657123058851909        0.749154317617997        0.8370191825498177       0.9207536908658165       1.0008536586017254       1.077672363522698        1.1511701642271686       1.2216796161780683       1.2891239366628537       1.3538463316270322       1.4157231589487724       1.4750692001676213       1.5319290089223916       1.5864244651214632       1.6387314731455975       1.6889624207921246       1.7372469162860777       1.7836801631608934       1.8283998701488315       1.8715209974721265       1.9130534617181196       1.9531369553965272
2.2317074614831083        -6.855310007915801       3.3501147847333803E-10   0.003980709587725035     0.034593319359117934     0.09649112876244274      0.1792049996506027       0.27328233508644345      0.3724818275410548       0.47313460867301405      0.5721756385081261       0.6690969544626759       0.7628342063576043       0.8522743555891469       0.9374432579044011       1.0188703393101761       1.0969605900139088       1.1716595642091592       1.243328891111849        1.3118824553377186       1.3776820740336286       1.4405968451088857       1.5009502691475125       1.5587881338669105       1.6142354346245207       1.6674695683977563       1.7186063235685118       1.7677775478148237       1.8150742417727819       1.8606378704645403       1.9045842623723517       1.9469204596030882       1.9877879041463091
2.0048308979250438        -7.009952783211248       8.354115105688652E-9     0.0026361980608433366    0.03708659834810169      0.10797245363288677      0.19901814987952274      0.29975764602377747      0.403919722926652        0.5081682801847164       0.6098212822438288       0.7086401575657774       0.8038548505285921       0.8946759319799559       0.9811183745735449       1.0637167756888208       1.142936894984478        1.2187111293196244       1.2914445080919776       1.3610377017499946       1.427883428905952        1.491838423560028        1.5532360049293616       1.6121233504438341       1.668628492304674        1.7229243902563363       1.7751311827213458       1.8253810699067734       1.8737514110022873       1.9203873184091107       1.9654023672319558       2.0087975423789657       2.050712928063301
2.0981175411363417        -6.892446272743491       1.7001892651209287E-9    0.003060098602418721     0.037387625351843146     0.10646517262596907      0.19527257391962385      0.2939131108829635       0.3963233739604408       0.49918446313489095      0.5997844570314106       0.6977924839654555       0.7923596187648292       0.8826031568510582       0.968539770109864        1.0506809057073372       1.129449428735312        1.2047894401233121       1.277080598761135        1.3462325946289457       1.4126257135911118       1.4761217999907277       1.537052266967085        1.5954640221670782       1.6514846119863709       1.7052892035589529       1.7569969763068447       1.8067406430852302       1.854603480481283        1.9007298410082565       1.9452347835213524       1.98812183532986         2.0295323151405125
2.443548759634311         -6.566522900923125       7.399388098882982E-10    0.023187097806896293     0.06568310161819114      0.12404033888726496      0.19799883385078912      0.2822728445574954       0.37229042107826243      0.46476726247787636      0.5567740941315346       0.6474951972503541       0.7356547099478695       0.8199326438725321       0.9003836396717713       0.9774296133562979       1.0513308861336716       1.122075284054439        1.1899449639220478       1.2548791940485018       1.317188366260231        1.3767614185166757       1.4338944465353527       1.4886293591958972       1.5410810946289633       1.5914189193013117       1.639748225843626        1.6861925370805595       1.7308502165383035       1.773850710741723        1.8153050653779224       1.8552270116072107       1.8937505076030603
2.3282978274849406        -6.629648610553061       1.8262143097661565E-10   0.0122047857360381       0.05148759286976869      0.11412365919712286      0.19368124639768383      0.28325561415126255      0.3778163457077053       0.47412770879652916      0.5693794434691132       0.6629142947093127       0.7536062767915039       0.8402802396161076       0.9229746363827066       1.0021289545593033       1.0780416032978548       1.1506909326912569       1.2203836234159644       1.2870526331664804       1.3510308433539586       1.412198650680647        1.4708661708054735       1.5270772969665167       1.5809520531389323       1.6326630959169817       1.682321201713678        1.730054000601619        1.775956497114733        1.8201640029352861       1.8627899962957473       1.9038453095802408       1.9434675887552693
1.847645497957207         -6.920191788435746       4.364088331067087E-8     0.0076679377547625785    0.06741897122875887      0.16091828304262612      0.2659332749476577       0.37462732065538634      0.482800291188501        0.5885821704615979       0.6905543160088096       0.7887830447953245       0.8830116767758811       0.9730224494227215       1.0588283748027751       1.1408158310304366       1.2193892583743717       1.294514638315924        1.3665974377103047       1.4355448043848398       1.501778516880633        1.5651439959325824       1.625988514895597        1.6843612262442664       1.7403943005764915       1.7942520878811887       1.846061104830553        1.8959537415288392       1.9439909933449955       1.9903220601130625       2.0350577361778215       2.0781930255592          2.1198659851734307
